# 洪武正韻譯訓字表
# v20200322
# Compiled by hhliow (github.com/hhliow)
# license: cc by-sa 4.0
# Trailing ' denotes 全濁上聲 syllables pronounced as 去聲.
# Modern vocalization (e. g. that found in theatry and Southwest Mandarin) may
#   palatalize or frictivize /k/ /g/ /ŋ/ /ʔ/ /h/ /ɦ/ before /i/ /y/,
#   merge syllable codae -p -t -k to [ʔ],
#   drop breathiness in /ʂʱ/ /ʃʱ/ /sʱ/ /fʱ/ /ɦ/, and
#   merge /iaw/ and /iɛw/.
# Credits:
#   The gloss is adapted from digitalized text of 洪武正韻 in Kanseki Repository.
#   Digitalization and transliteration of 洪武正韻譯訓 syllabary is done by hhliow (github.com/hhliow).
# Reference:
#   成元慶 洪武正韻譯訓音研究
#   高田時雄 明末官話調值小考
char	譯訓	ipa	gloss
亶	ᅐᅧᆫ	tʃiɛn	班固賦紛屯亶與蹇連又產諫二韻
驙	ᅐᅧᆫ	tʃiɛn	馬載重又白馬黑脊又刪韻
鱣	ᅐᅧᆫ	tʃiɛn	魚名詩鱣鮪發發説文鯉也又銑韻
栴	ᅐᅧᆫ	tʃiɛn	栴檀香木
𧾍	ᅐᅧᆫ	tʃiɛn	同行難也説文曰也
蟬	ᅑᅧᆫ	tʃʱiɛn˩	呈延切蜩也説文以旁鳴者又銑韻
澶	ᅑᅧᆫ	tʃʱiɛn˩	澶淵地名在頓丘南又諌韻
單	ᅑᅧᆫ	tʃʱiɛn˩	單于匈奴號又刪產銑霰四韻
嬋	ᅑᅧᆫ	tʃʱiɛn˩	嬋娟美態
儃	ᅑᅧᆫ	tʃʱiɛn˩	説文態也又刪產諫霰四韻
禪	ᅑᅧᆫ	tʃʱiɛn˩	靜也杜甫詩虛空不離禪又霰韻
嬗	ᅑᅧᆫ	tʃʱiɛn˩	賈誼鵩賦形氣轉續變化而嬗蘇林曰嬗相傳與也服䖍曰嬗讀如蟬師古曰此即禪代字叶韻音蟬耳又爲嬗娟之嬗又霰韻
撣	ᅑᅧᆫ	tʃʱiɛn˩	撣援牽引
蟺	ᅑᅧᆫ	tʃʱiɛn˩	揚雄甘泉賦蟺蜎蠖濩之中李善注文選云音禪
纏	ᅑᅧᆫ	tʃʱiɛn˩	繞也約也又霰韻
躔	ᅑᅧᆫ	tʃʱiɛn˩	踐也方言躔歴也日運爲躔月運爲逡郭璞曰躔猶踐也
廛	ᅑᅧᆫ	tʃʱiɛn˩	市中空地一曰居也説文一畮半一家之居也孟子願受一廛而爲氓亦作鄽从广从里从八从土俗从黒非凡从廛者皆然
瀍	ᅑᅧᆫ	tʃʱiɛn˩	水名在河南
潺	ᅑᅡᆫ	ʈʂʱan˩	鋤連切水聲又刪韻
孱	ᅑᅡᆫ	ʈʂʱan˩	弱也困也冀州人謂懦弱爲孱韋昭曰仁謹貌史記吾王孱王也又見刪韻
梴	ᅕᅧᆫ	tʃʰiɛn	抽延切長木詩松桷有梴
燀	ᅕᅧᆫ	tʃʰiɛn	火氣也又見銑韻
嘽	ᅕᅧᆫ	tʃʰiɛn	紓緩貌列子嘽緩憋懯又刪銑
軒	현	hiɛn	虛延切車曲輈也廂也卿車曰犀軒闌板曰軒夫人車魚皮爲飾曰魚軒又前頓曰輊後頓曰軒詩如輊如軒馬援傳居前不能令人輊居後不能令人軒注言爲人無所輕重也又見霰韻
靬	현	hiɛn	犛靬西域國名張騫傳奄蔡犛靬又寒韻
嘕	현	hiɛn	同上切笑貌亦作嫣
仚	현	hiɛn	輕舉説文人在山上
祆	현	hiɛn	胡神字從天唐官品有祆正
掀	현	hiɛn	以手髙舉
鶱	현	hiɛn	飛舉貌
乾	껸	kʱiɛn˩	渠焉切建也勤也純陽卦名佩觿曰俗別爲乹又寒韻
虔	껸	kʱiɛn˩	恭也固也殺也又虔行貌方言秦晉之北鄙燕之北郊謂賊爲虔顏師古曰妄託上命而堅固爲邪惡曰矯虔韋昭曰强取爲虔
犍	껸	kʱiɛn˩	犗牛又犍爲郡名
揵	껸	kʱiɛn˩	舉也相如賦揵鰭掉尾又見銑韻
鍵	껸	kʱiɛn˩	廣韻鑰也又銑韻
腱	껸	kʱiɛn˩	大筋一曰筋頭内則注餌筋腱也又銑韻
騝	껸	kʱiɛn˩	駵馬黃脊
緶	뼌	pʱiɛn˩	蒲眠切説文交枲也一曰緁衣也顏曰緁音妾謂編諸緶著之也
腁	뼌	pʱiɛn˩	腁胝皮堅也亦作騈或作趙岐注孟子禹稷騈躓
骿	뼌	pʱiɛn˩	説文幷脅也通作騈左傳晉文公騈脅
𧓍	뼌	pʱiɛn˩	珠母亦作玭書淮夷𧓍珠又眞韻
玭	뼌	pʱiɛn˩	
輧	뼌	pʱiɛn˩	輺輧婦人車四面屛蔽又庚韻
騈	뼌	pʱiɛn˩	説文駕二馬又云幷駕三馬又庚韻
便	뼌	pʱiɛn˩	同上切安也習也宜也又便便辯也論語便便言又肥滿貌邊韶腹便便又溲也又霰韻
平	뼌	pʱiɛn˩	辨治也書王道平平又均也又庚敬二韻
諞	뼌	pʱiɛn˩	巧言又銑韻
楩	뼌	pʱiɛn˩	木名
宣	ᄼᆑᆫ	syuɛn	息縁切布也盡也明也徧也通也緩也散也又姓又召也
亘	ᄼᆑᆫ	syuɛn	求宣也又姓从二从回音回今作日與亙字不同亙从二从舟舟今作月凡宣垣字从亘毛晃謹案紹興二年禮部看詳姓氏从水从亘水名从木从亘木名从木从亘者皆定讀曰旦若晉書桓彝桓温書西傾因桓是來之類是也
朘	ᄼᆑᆫ	syuɛn	縮也減也
瑄	ᄼᆑᆫ	syuɛn	璧大六寸漢書有司奉瑄玉
詮	ᅔᆑᆫ	tsʰyuɛn	且緣切擇言也平也具也註也
銓	ᅔᆑᆫ	tsʰyuɛn	衡也量也次也度也亦作輇
輇	ᅔᆑᆫ	tsʰyuɛn	莊子輇才諷說之徒音義輇量人也
痊	ᅔᆑᆫ	tsʰyuɛn	病除
佺	ᅔᆑᆫ	tsʰyuɛn	偓佺仙人
悛	ᅔᆑᆫ	tsʰyuɛn	止也改也又次也左傳哀二年外内以悛又真韻
駩	ᅔᆑᆫ	tsʰyuɛn	白馬黑脣
絟	ᅔᆑᆫ	tsʰyuɛn	細布漢景十三王傳作荃師古曰字本作絟蓋今南方筩布
筌	ᅔᆑᆫ	tsʰyuɛn	取魚器亦作荃
荃	ᅔᆑᆫ	tsʰyuɛn	香草也與筌同莊子得魚而忘荃又與絟同又真韻
竣	ᅔᆑᆫ	tsʰyuɛn	退也又真韻
譔	ᅔᆑᆫ	tsʰyuɛn	廣韻善言晉有崔譔又銑產霰三韻
縓	ᅔᆑᆫ	tsʰyuɛn	一染紅赤黃色記黃裏縓緣又霰韻
拴	ᅔᆑᆫ	tsʰyuɛn	揀也
跧	ᅔᆑᆫ	tsʰyuɛn	伏也
㕙	ᅔᆑᆫ	tsʰyuɛn	戰國策東郭㕙天下之狡兔也韓愈毛穎傳居東郭者曰㕙
鐫	ᅎᆑᆫ	tsyuɛn	子全切刻也斲也雕也謫也尅也
旋	ᄽᆑᆫ	sʱyuɛn˩	旬緣切周旋旌旗之指麾又盤旋回也斡也疾也還也又溲便左傳定三年夷射姑旋焉又霰韻
還	ᄽᆑᆫ	sʱyuɛn˩	復返也轉也經史旋還通記周旋裼襲周還中規折還中矩鄭康成曰周還反行也宜圜折還曲行也宜方詩書還字竝音旋又刪諫霰三韻
璿	ᄽᆑᆫ	sʱyuɛn˩	美玉亦作璇琁
璇	ᄽᆑᆫ	sʱyuɛn˩	同上
琁	ᄽᆑᆫ	sʱyuɛn˩	漢安帝紀據琁璣玉衡以齊七政
漩	ᄽᆑᆫ	sʱyuɛn˩	水回亦作㳬又霰韻
㳬	ᄽᆑᆫ	sʱyuɛn˩	又霰韻
全	ᅏᆑᆫ	tsʱyuɛn˩	才緣切備也具也保也又姓从亼从工亼音襲上从出入之入亦作仝
牷	ᅏᆑᆫ	tsʱyuɛn˩	牛純色周禮祭祀之牲牷
泉	ᅏᆑᆫ	tsʱyuɛn˩	源水爾雅濫泉正出正出涌出也公羊傳直出直猶正也沃泉垂出垂出下出也氿泉穴出穴出仄出也又錢別名
穿	ᅕᆑᆫ	tʃʰyuɛn	昌緣切孔也委曲入也鑽也貫也鑿也又霰韻
川	ᅕᆑᆫ	tʃʰyuɛn	衆流周禮萬夫有川注萬夫四縣之田方三十三里少半里遂從溝橫洫从澮橫九會而川周其外偏旁作巛
專	ᅐᆑᆫ	tʃyuɛn	朱緣切壹也擅也獨也自是也純篤也亦作顓剸又寒韻
顓	ᅐᆑᆫ	tʃyuɛn	漢蔡義傳茍可顓制者又顓顓謹貌通作專又顓帝顓蒙
剸	ᅐᆑᆫ	tʃyuɛn	截也斷也又與專同荀子信而不見敬者好剸行也又曰六畜禽獸一切而剸車又寒銑霰三韻
甎	ᅐᆑᆫ	tʃyuɛn	甓也亦作塼專
塼	ᅐᆑᆫ	tʃyuɛn	斯干詩傳瓦紡塼也陸德明曰本又作專
𥶸	ᅐᆑᆫ	tʃyuɛn	尹賞傳注今辟㼾𥶸也
篿	ᅐᆑᆫ	tʃyuɛn	楚人謂折竹卜離騷曰索瓊茅以筳篿兮注瓊茅靈草也筳竹筭也楚人結草折竹卜曰篿蓋篿本竹筭用之以卜故因謂卜爲篿猶今人以籌筭數畫故因謂畫爲籌謂測爲筭耳又寒韻
鱄	ᅐᆑᆫ	tʃyuɛn	魚名又美也成鱄晉大夫又姓鱄諸吳刺客又銑韻
𤲬	ᅀᆑᆫ	ʒyuɛn˩	而宣切城下田亦作壖又銑霰箇三韻監本从犬誤
壖	ᅀᆑᆫ	ʒyuɛn˩	食貨志田其宫壖地師古曰壖餘也宫壖地謂外垣之内内垣之外諸緣河壖地廟垣壖地其義皆同又銑韻
堧	ᅀᆑᆫ	ʒyuɛn˩	又銑箇韻霰韻
撋	ᅀᆑᆫ	ʒyuɛn˩	煩撋捼莎見詩注亦作擩
擩	ᅀᆑᆫ	ʒyuɛn˩	周禮擩祭注以肝肺菹擩鹽醢中以祭儀禮云取菹擩于醢祭于豆間是也
瑌	ᅀᆑᆫ	ʒyuɛn˩	珉也石次玉亦作瓀碝又銑韻从犬誤
瓀	ᅀᆑᆫ	ʒyuɛn˩	又銑韻
碝	ᅀᆑᆫ	ʒyuɛn˩	又銑韻
輲	ᅀᆑᆫ	ʒyuɛn˩	廣韻無輪車亦作輇
蠕	ᅀᆑᆫ	ʒyuɛn˩	微動貌荀子蠕而動又軫銑二韻
臑	ᅀᆑᆫ	ʒyuɛn˩	荀子臣道篇臑而動又魚爻銑效韻
犉	ᅀᆑᆫ	ʒyuɛn˩	黄牛黒脣又真韻
暄	ᄒᆑᆫ	hyuɛn	呼淵切日暖也溫也亦作煖暖
煖	ᄒᆑᆫ	hyuɛn	莊子煖然似春又曝也樂記煖之以日月又作烜又銑旱二韻
暖	ᄒᆑᆫ	hyuɛn	同上又曝也又暖暖柔貌莊子暖暖姝姝
烜	ᄒᆑᆫ	hyuɛn	易日以烜之陸有平上二音又見賄銑翰三韻
䁔	ᄒᆑᆫ	hyuɛn	廣韻大目韓愈陸渾山火詩電光䃸磹赬目䁔又見銑旱二韻
諠	ᄒᆑᆫ	hyuɛn	譁也囂也亦作喧讙偏旁作吅
喧	ᄒᆑᆫ	hyuɛn	又銑韻
讙	ᄒᆑᆫ	hyuɛn	霍光傳民閒讙言師古曰衆聲又寒韻
嚾	ᄒᆑᆫ	hyuɛn	喧囂貌荀子嚾嚾然不知其非也又寒韻
諼	ᄒᆑᆫ	hyuɛn	忘也詩終不可諼兮又詐也又銑韻
咺	ᄒᆑᆫ	hyuɛn	列子蟬咺憋懯張湛曰咺汗緩貌殷敬順云寛綽貌亦作諠又銑韻
萱	ᄒᆑᆫ	hyuɛn	忘憂草詩作諼
塤	ᄒᆑᆫ	hyuɛn	樂器漢律歴志土曰塤應劭曰世本暴辛公作塤燒土爲之其形鋭上而平底六孔
壎	ᄒᆑᆫ	hyuɛn	詩如壎如篪伯氏吹壎
狟	ᄒᆑᆫ	hyuɛn	貉類
譞	ᄒᆑᆫ	hyuɛn	多言又智也
駽	ᄒᆑᆫ	hyuɛn	青驪馬今之鐵驄又霰韻詩駜彼乗駽又平去二音
鋗	ᄒᆑᆫ	hyuɛn	銅銚又人名漢紀番君別將梅鋗
翾	ᄒᆑᆫ	hyuɛn	小飛又輕薄巧慧荀子喜則輕而翾睘从回从袁俗作睘
儇	ᄒᆑᆫ	hyuɛn	慧利也毛詩揖我謂我儇兮方言疾也荀子鄉曲之儇子注謂輕薄巧慧之子又刪韻
䴉	ᄒᆑᆫ	hyuɛn	飛貌揚子朱鳥䴉䴉又刪韻
𩙽	ᄒᆑᆫ	hyuɛn	又刪韻
蠉	ᄒᆑᆫ	hyuɛn	蟲行貌又蟲飛又銑韻
嬛	ᄒᆑᆫ	hyuɛn	便嬛輕麗貌又庚韻
懁	ᄒᆑᆫ	hyuɛn	辨急又見霰韻
獧	ᄒᆑᆫ	hyuɛn	疾也輕也又胡涓切
員	ᄋᆑᆫ	jyuɛn˩	于權切官數物數又周也幅員亦作隕俗作貟今从員者皆然又見真震二韻
捐	ᄋᆑᆫ	jyuɛn˩	棄也除去也委也又死病曰捐瘠
𪀝	ᄋᆑᆫ	jyuɛn˩	鷙鳥似鴟而小从从屮从鳥亦作鳶䳒
鳶	ᄋᆑᆫ	jyuɛn˩	詩鳶飛戾天
䳒	ᄋᆑᆫ	jyuɛn˩	梅福傳䳒鵲遭害則仁鳥增逝
蝝	ᄋᆑᆫ	jyuɛn˩	蟲名𧑄子又蝗子一曰蟻子春秋宣十五年冬蝝生顏師古曰五行志曰爾雅蝝蝮蜪説者以爲螽蝗之類
緣	ᄋᆑᆫ	jyuɛn˩	因也又夤緣連絡也又循也孟子緣木求魚又翰霰二韻又音沿
圓	ᄋᆑᆫ	jyuɛn˩	周也方圓也圓備也亦作圜
圜	ᄋᆑᆫ	jyuɛn˩	易乾爲圜説文天體也又圜法錢也又方圜漢書從諫若轉圜又正視也驚視也賈誼傳天下圜視而起亦作環又刪韻
隕	ᄋᆑᆫ	jyuɛn˩	詩幅隕既長毛傳幅廣也隕均也又軫韻
湲	ᄋᆑᆫ	jyuɛn˩	潺湲水流貌又刪韻
袁	ᄋᆑᆫ	jyuɛn˩	姓也又地名俗作袁凡从袁者俗皆作袁
爰	ᄋᆑᆫ	jyuɛn˩	曰也於也行也爲也哀也引也又緩辭詩爰方啓行爾雅爰爰緩也又田易居曰爰左傳晉作爰田説文作𧻚漢地理志商君制轅田張晏曰田三年一易以同美惡商鞅始割裂田地開立阡陌令民各有常制孟康曰三年爰土易居古制也末世浸廢鞅相秦復立爰田爰自在其田不復易居食貨志自爰其處是也轅與爰同
援	ᄋᆑᆫ	jyuɛn˩	扳也引也廣雅牽也孟子手援天下又鉤援上城梯詩以爾鉤援又翰霰二韻
媛	ᄋᆑᆫ	jyuɛn˩	嬋媛美女又霰韻
園	ᄋᆑᆫ	jyuɛn˩	所以蓺果
垣	ᄋᆑᆫ	jyuɛn˩	牆也天文志三垣詩大師維垣之類
轅	ᄋᆑᆫ	jyuɛn˩	輈也方言楚衞謂之輈軒轅黃帝名
洹	ᄋᆑᆫ	jyuɛn˩	水名从水从二从日日與回同又寒韻
楥	ᄋᆑᆫ	jyuɛn˩	絡絲籰又霰韻
猿	ᄋᆑᆫ	jyuɛn˩	禺屬似猴長臂亦作蝯俗作猨亦作爰漢李廣爰臂
蝯	ᄋᆑᆫ	jyuɛn˩	爾雅猱蝯善援揚雄賦蝯貁擬而不敢下
元	ᄋᆑᆫ古ᅌᆑᆫ	(ŋ)jyuɛn˩	善之長也又本也首也一也大也始也長也氣也左傳注人君即位欲其體元以居正故不言一年一月也公羊傳元年春者何君之始年也何休曰變一言元元者氣也漢文紀元元之民師古曰元元善意也
原	ᄋᆑᆫ古ᅌᆑᆫ	(ŋ)jyuɛn˩	本也荀子宗原應變注宗原根本也説文作厵水原本也篆作厡亦作源又廣平之野曰原説文周禮作邍爾雅廣平曰原可食者曰原又再也國名又姓又推原也元氣元元之元與本原之原自可分押水原之原與源字不可雙押若用平原原筮伐原原道之類與源可分押又霰韻
源	ᄋᆑᆫ古ᅌᆑᆫ	(ŋ)jyuɛn˩	水之本亦作原孟子原泉混混漢成紀四海淵源
邍	ᄋᆑᆫ古ᅌᆑᆫ	(ŋ)jyuɛn˩	説文廣平之野周禮有邍師
沅	ᄋᆑᆫ古ᅌᆑᆫ	(ŋ)jyuɛn˩	水出蜀郡由牂牁東北過臨沅縣至長沙入洞庭湖今以名州又銑韻
邧	ᄋᆑᆫ古ᅌᆑᆫ	(ŋ)jyuɛn˩	邑名左傳文四年秦人伐晉圍邧又五遠切罕用不增入上聲
謜	ᄋᆑᆫ古ᅌᆑᆫ	(ŋ)jyuɛn˩	徐語説文謜謜而來孟子作源源又霰韻
嫄	ᄋᆑᆫ古ᅌᆑᆫ	(ŋ)jyuɛn˩	髙辛妃姜嫄生后稷
騵	ᄋᆑᆫ古ᅌᆑᆫ	(ŋ)jyuɛn˩	駵馬白腹
𧔞	ᄋᆑᆫ古ᅌᆑᆫ	(ŋ)jyuɛn˩	重蠶本作原周禮禁原蠶鄭注原再也俗从虫
蚖	ᄋᆑᆫ古ᅌᆑᆫ	(ŋ)jyuɛn˩	蠑蚖蛇類一曰蜥蜴又寒韻
黿	ᄋᆑᆫ古ᅌᆑᆫ	(ŋ)jyuɛn˩	似鼈而大
阮	ᄋᆑᆫ古ᅌᆑᆫ	(ŋ)jyuɛn˩	从阜从元古原字又郡名史記五阮郡又銑韻
圈	ᄏᆑᆫ	kʰyuɛn	驅圓切禮記杯圈鄭曰圏屈木所爲巵匜之屬也又畜閑又銑霰二韻
絭	ᄏᆑᆫ	kʰyuɛn	又諌霰屋三韻
卷	ᄏᆑᆫ	kʰyuɛn	同上切冠武曲也下从已音節俗作巳又軫銑霰三韻
弮	ᄏᆑᆫ	kʰyuɛn	弩弓亦作絭又見諫霰二韻
棬	ᄏᆑᆫ	kʰyuɛn	屈木盂亦作圈一云器似升屈木爲之又音權
權	ᄁᆑᆫ	kʱyuɛn˩	逵員切稱錘又量輕重也反經合道也攝官也機權權柄權譎又姓上从𦫳監本从卝誤
拳	ᄁᆑᆫ	kʱyuɛn˩	屈手又拳拳勤勤也恭也又奉持貌又眷戀也亦作惓卷
惓	ᄁᆑᆫ	kʱyuɛn˩	劉向傳雖在畎畝猶不忘君惓惓之義也又霰韻
卷	ᄁᆑᆫ	kʱyuɛn˩	賈捐之傳昧死竭卷卷班彪元后賛卷卷猶握一璽又曲也又好貌詩碩大且卷
顴	ᄁᆑᆫ	kʱyuɛn˩	輔骨説文作權
鬈	ᄁᆑᆫ	kʱyuɛn˩	髮好詩其人美且鬈
婘	ᄁᆑᆫ	kʱyuɛn˩	美貌韓詩齊風揖我謂我婘兮又霰韻
蜷	ᄁᆑᆫ	kʱyuɛn˩	虫形屈曲騷玉連蜷沈約郊居賦雌霓連蜷
捲	ᄁᆑᆫ	kʱyuɛn˩	用力貌莊子捲捲乎后之爲人又氣勢也國語矛有捲勇又銑霰韻
蕭	ᄼᅧᇢ俗ᄼᅣᇢ	siɛw	先彫切香蒿又斧也又姓又屋韻
簫	ᄼᅧᇢ俗ᄼᅣᇢ	siɛw	樂器其形參差以象鳳翼亦作箾
箾	ᄼᅧᇢ俗ᄼᅣᇢ	siɛw	左傳季札見舞箾杜預曰舜樂説文以竿擊人也又藥韻
彇	ᄼᅧᇢ俗ᄼᅣᇢ	siɛw	弓弭頭曲禮作簫
瀟	ᄼᅧᇢ俗ᄼᅣᇢ	siɛw	瀟瀟風雨暴疾貌又雨聲水名
蟰	ᄼᅧᇢ俗ᄼᅣᇢ	siɛw	蟰蛸蟲
𩙚	ᄼᅧᇢ俗ᄼᅣᇢ	siɛw	涼風
艘	ᄼᅧᇢ俗ᄼᅣᇢ	siɛw	船總名又尤爻韻
騷	ᄼᅧᇢ俗ᄼᅣᇢ	siɛw	擾也又左傳楚敗鄖師於蒲騷在峽州巫山又爻巧效三韻
宵	ᄼᅧᇢ俗ᄼᅣᇢ	siɛw	夜也周禮司寤氏禁宵行者注宵定昏也郭象注莊子不由明坦之塗曰宵又小也記宵雅肄三
消	ᄼᅧᇢ俗ᄼᅣᇢ	siɛw	減也盡也衰也退也釋也殺也
肖	ᄼᅧᇢ俗ᄼᅣᇢ	siɛw	莊子達於知音者肖注肖釋散也音消又嘯韻
霄	ᄼᅧᇢ俗ᄼᅣᇢ	siɛw	爾雅雲霄近天氣又霰也説文雨霓爲霄
逍	ᄼᅧᇢ俗ᄼᅣᇢ	siɛw	逍遙翺翔自適貌亦作消記消搖於門
痟	ᄼᅧᇢ俗ᄼᅣᇢ	siɛw	酸痟頭痛又痟渴疾
綃	ᄼᅧᇢ俗ᄼᅣᇢ	siɛw	生絲繒亦作宵儀禮姆纚䈂宵衣鄭康成曰宵讀如素衣朱綃之綃亦作縿繡
縿	ᄼᅧᇢ俗ᄼᅣᇢ	siɛw	檀弓縿幕魯也又覃韻
繡	ᄼᅧᇢ俗ᄼᅣᇢ	siɛw	詩素衣朱繡有兩音記繡黼丹朱中衣魯詩綃綺屬繡也又宥韻
銷	ᄼᅧᇢ俗ᄼᅣᇢ	siɛw	鑠金
哨	ᄼᅧᇢ俗ᄼᅣᇢ	siɛw	多言貌揚子禮義哨哨又口不正記枉矢哨壷又嘯韻
蛸	ᄼᅧᇢ俗ᄼᅣᇢ	siɛw	桑螵蛸螳蜋子海螵蛸烏賊骨爾雅桑螵蛸一名蜱蛸注一名𧐕蟭又爻韻
翛	ᄼᅧᇢ俗ᄼᅣᇢ	siɛw	翛翛羽敝又飛羽聲亦作脩
脩	ᄼᅧᇢ俗ᄼᅣᇢ	siɛw	又尤有陌三韻又音條漢表脩侯與條同
揱	ᄼᅧᇢ俗ᄼᅣᇢ	siɛw	殺小貌周禮其揱爾一曰長臂
捎	ᄼᅧᇢ俗ᄼᅣᇢ	siɛw	捎除考工記以其圍之阞捎其藪又搖捎動貌又爻韻
梢	ᄼᅧᇢ俗ᄼᅣᇢ	siɛw	考工記匠人梢溝三十里而廣倍注謂水漱齧之溝音蕭又爻韻
硝	ᄼᅧᇢ俗ᄼᅣᇢ	siɛw	硭硝
貂	뎌ᇢ俗댜ᇢ	tiɛw	丁聊切䑕屬出東北夷
鵰	뎌ᇢ俗댜ᇢ	tiɛw	大鷙鳥一名鷲黑色羽可以爲箭羽左傳鶻鳩氏杜預曰鵰也亦作雕
雕	뎌ᇢ俗댜ᇢ	tiɛw	同上又刻琢亦作琱錭彫又章明貌荀子雕雕焉
琱	뎌ᇢ俗댜ᇢ	tiɛw	治玉史漢斲琱爲璞注刻鏤也與雕彫同又畫也貢禹傳牆塗而不琱亦作敦
錭	뎌ᇢ俗댜ᇢ	tiɛw	荀子必將錭琢刻鏤黼黻文章以塞其目
彫	뎌ᇢ俗댜ᇢ	tiɛw	琢文漢杜林傳斲彫爲璞皇后紀斲彫爲朴亦作敦又畫也書峻字彫牆左傳厚斂以彫牆又傷瘁也殘也零落也論語松栢後彫
凋	뎌ᇢ俗댜ᇢ	tiɛw	凋瘁通作彫記示民不凋又半傷也亦作雕晉書彫弊之迹
敦	뎌ᇢ俗댜ᇢ	tiɛw	詩敦琢其旅與彫同又敦弓既堅畫也與弴同如用敦琢敦弓與雕鶚後彫凋瘁不同亦可分押又灰寒眞軫隊震效七韻
弴	뎌ᇢ俗댜ᇢ	tiɛw	畫弓天子弴弓
𦨣	뎌ᇢ俗댜ᇢ	tiɛw	吳船亦作𦩍
刁	뎌ᇢ俗댜ᇢ	tiɛw	古者軍有刁斗晝炊夜擊又姓俗別作刀
刀	뎌ᇢ俗댜ᇢ	tiɛw	李廣傳不擊刀斗字作刀孟康曰刀斗以銅作鐎受一斗書炊飯夜擊持行夜名曰刁斗蘇林曰形如鋗無縁師古曰鐎音譙溫器也
祧	텨ᇢ俗탸ᇢ	tʰiɛw	他彫切祭法遠廟爲祧去祧爲壇左傳以先君之祧處之杜預曰諸侯以始祖之廟爲祧
庣	텨ᇢ俗탸ᇢ	tʰiɛw	不滿之處漢志斛外旁有庣
𣂁	텨ᇢ俗탸ᇢ	tʰiɛw	斗旁耳又田器亦作銚从斤誤
銚	텨ᇢ俗탸ᇢ	tʰiɛw	同上莊子銚鎒音義云剗削之器又音篍又見下
恌	텨ᇢ俗탸ᇢ	tʰiɛw	偷薄也
佻	텨ᇢ俗탸ᇢ	tʰiɛw	同上又見篠韻
窕	텨ᇢ俗탸ᇢ	tʰiɛw	同上又輕小貌左傳楚師輕窕漢五行志小者不窕又見篠韻
[覜/頫]	텨ᇢ俗탸ᇢ	tʰiɛw	衆聘周禮殷頫曰視有兩音又嘯韻
挑	텨ᇢ俗탸ᇢ	tʰiɛw	撥也取也杖荷也又往來貌詩挑兮達兮國語挑天之功又與佻同荀子其服不挑儀禮挑匕鄭康成曰挑謂之臿讀如字又音由又見篠爻二韻
朓	텨ᇢ俗탸ᇢ	tʰiɛw	晦而月見西方从日月之月與聎字不同韻譜从肉誤劉向云朓者疾也孟康曰朓者月行疾在日之前故早見又篠韻
條	텨ᇢ俗탸ᇢ	tʰiɛw	枝落也詩蠶月條桑又見下
迢	뗘ᇢ俗땨ᇢ	tʱiɛw˩	田聊切迢遰
跳	뗘ᇢ俗땨ᇢ	tʱiɛw˩	蹷也躍也漢書項羽圍成臯漢王跳晉灼曰跳獨出意也又嘯韻
髫	뗘ᇢ俗땨ᇢ	tʱiɛw˩	髫髦小兒髻
齠	뗘ᇢ俗땨ᇢ	tʱiɛw˩	始毁齒也
佻	뗘ᇢ俗땨ᇢ	tʱiɛw˩	獨行貌詩佻公子
調	뗘ᇢ俗땨ᇢ	tʱiɛw˩	和也揉伏也又尤嘯二韻
䩦	뗘ᇢ俗땨ᇢ	tʱiɛw˩	革轡詩䩦革冲冲
條	뗘ᇢ俗땨ᇢ	tʱiɛw˩	詩傳枝曰條幹曰枚又項目也陳析也法敎也又脩暢也又尤爻陌三韻
苕	뗘ᇢ俗땨ᇢ	tʱiɛw˩	草可爲箒爾雅玉彗也可掃除不祥謂之茢又菜詩卭有旨苕又水名在吳興
蜩	뗘ᇢ俗땨ᇢ	tʱiɛw˩	大蟬
鰷	뗘ᇢ俗땨ᇢ	tʱiɛw˩	魚名
鯈	뗘ᇢ俗땨ᇢ	tʱiɛw˩	魚名莊子鯈魚出入又見尤韻
䱔	뗘ᇢ俗땨ᇢ	tʱiɛw˩	魚名莊子食之鰌䱔又尤韻
聊	려ᇢ俗랴ᇢ	liɛw˩	連條切語助又且也賴也况味也本作聊
膋	려ᇢ俗랴ᇢ	liɛw˩	腸間脂亦作膫
嘹	려ᇢ俗랴ᇢ	liɛw˩	鳴也又嘹喨清徹之聲亦作寥又嘯韻
翏	려ᇢ俗랴ᇢ	liɛw˩	高飛貌見廣韻又宥韻
飂	려ᇢ俗랴ᇢ	liɛw˩	風聲廣韻作飉又尤宥二韻
僚	려ᇢ俗랴ᇢ	liɛw˩	官僚也朋也左傳泉丘人女奔孟僖子其僚從之杜預曰鄰女爲僚友亦作寮又姓左傳晉陽大夫僚安又篠韻
寮	려ᇢ俗랴ᇢ	liɛw˩	左傳同官爲寮爾雅寮官也
寥	려ᇢ俗랴ᇢ	liɛw˩	空也寂也靜也亦作廖又與嘹同晉向秀傳發聲寥亮又陌韻
廖	려ᇢ俗랴ᇢ	liɛw˩	韓愈華山女詩坐下廖落如明星又人名左傳辛伯廖漢項籍傳王廖音聊又嘯韻
嵺	려ᇢ俗랴ᇢ	liɛw˩	廣遠也見相如賦又爻韻
戮	려ᇢ俗랴ᇢ	liɛw˩	戮力陳力也倂力也書與之戮力有三音又作勠又見尤宥屋韻
